,Name,Franchise,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,playtime,metacritic,rating,exceptional,recommended,meh,skip,esrb_rating
5694,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,No Franchise,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Adults Only
5695,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,Jikkyou,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5696,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,WinningEleven,Wii,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5697,Disney Sports Skateboarding,Disney,GBA,2002.0,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5698,ESPN National Hockey Night,ESPN,PS2,2001.0,Sports,Konami Digital Entertainment,0.03,0.03,0.0,0.01,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5699,Pro Yaky? Spirits 2011,ProYakySpirits,3DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,11.0,74.6120218579235,3.74,12.0,37.0,15.0,5.0,Teen
5700,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,No Franchise,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5701,Power Pro GB,No Franchise,GB,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5702,The Final Round,No Franchise,PS,1996.0,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5703,Pro Evolution Soccer 2015,PES,PC,2014.0,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,22.0,81.0,3.43,15.0,45.0,36.0,14.0,Everyone 10+
5704,ESPN Winter X-Games: Snowboarding 2002,ESPN,GBA,2000.0,Sports,Konami Digital Entertainment,0.05,0.02,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5705,Fishing Master (jp sales),No Franchise,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5706,Disney Sports Skateboarding,Disney,GC,2002.0,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5707,Power Pro Success Legends,No Franchise,PSP,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5708,World Soccer Winning Eleven 9 (US sales),WinningEleven,PSP,2005.0,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5709,pro evolution soccer 2011,PES,PC,2010.0,Sports,Konami Digital Entertainment,0.0,0.05,0.0,0.01,11.0,74.6120218579235,3.74,12.0,37.0,15.0,5.0,Teen
5710,ESPN International Winter Sports 2002,ESPN,PS2,2002.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5711,"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",No Franchise,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5712,Jikkyou Powerful Pro Yakyuu DreamCast Edition,Jikkyou,DC,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5713,WTA Tour Tennis,No Franchise,PS2,2001.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.01,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5714,Bottom of the 9th '99,No Franchise,PS,1998.0,Sports,Konami Digital Entertainment,0.03,0.02,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5715,NHL Blades of Steel '99,NHL,N64,1999.0,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,1.0,1.0,Teen
5716,ESPN International Winter Sports 2002,ESPN,GC,2002.0,Sports,Konami Digital Entertainment,0.04,0.01,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5717,J-League Winning Eleven 2010: Club Championship,WinningEleven,PS2,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5718,Powerful Golf,No Franchise,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.0,1.0,74.6120218579235,3.9,0.0,19.0,2.0,0.0,Teen
5719,ESPN Great Outdoor Games Bass 2002,ESPN,GBA,2001.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Everyone 10+
5720,Pro Evolution Soccer 2016,PES,PC,2015.0,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,36.0,83.0,3.45,14.0,42.0,23.0,14.0,Everyone
5721,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,No Franchise,PS2,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,1.0,74.6120218579235,3.21,3.0,8.0,3.0,5.0,Mature
5722,Breeding Stud 2,No Franchise,PS,1998.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,1.0,74.6120218579235,3.8,1.0,0.0,0.0,0.0,Teen
5723,NBA in the Zone 2000,NBA,N64,2000.0,Sports,Konami Digital Entertainment,0.04,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,1.0,Teen
5724,Fisherman's Challenge,No Franchise,PS2,2003.0,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,2.0,74.0,4.13,9.0,18.0,2.0,1.0,Teen
5725,NHL Blades of Steel 2000,NHL,PS,1999.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,18.57699805068226,74.6120218579235,4.11,6.0,8.0,4.0,0.0,Teen
5726,Jikkyou Powerful Major League,Jikkyou,GC,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,1.0,74.6120218579235,3.8,0.0,0.0,1.0,0.0,Teen
5727,Evolution Skateboarding,No Franchise,GC,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5728,Jikkyou World Soccer 2002,Jikkyou,PS2,2002.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,3.0,74.6120218579235,3.57,10.0,42.0,16.0,9.0,Teen
5729,Jikkyou Powerful Major League 2009,Jikkyou,Wii,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,1.0,74.6120218579235,3.8,0.0,0.0,1.0,0.0,Teen
5730,ESPN NBA 2Night 2002,NBA,PS2,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,18.57699805068226,74.6120218579235,3.36,1.0,7.0,4.0,2.0,Everyone
5731,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Jikkyou,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5732,Disney Sports Soccer,Disney,GC,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5733,Nettou! Powerful Koushien,No Franchise,DS,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5734,ESPN Winter X Games: Snowboarding 2002,ESPN,XB,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,18.57699805068226,74.6120218579235,4.13,7.0,20.0,3.0,0.0,Everyone
5735,Disney Sports Soccer,Disney,GBA,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5736,Jikkyou Powerful Pro Yakyuu 12 Ketteiban,Jikkyou,GC,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5737,NBA Starting Five,NBA,XB,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,18.57699805068226,74.6120218579235,3.36,1.0,7.0,4.0,2.0,Everyone
5738,Bottom of the 9th '97,No Franchise,PS,1997.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5739,Evolution Snowboarding,No Franchise,PS2,2002.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5740,Tennis no Oji-Sama: Driving Smash! Side King,No Franchise,DS,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.02,0.0,3.0,73.0,3.41,14.0,38.0,20.0,15.0,Teen
5741,ESPN MLS ExtraTime 2002,ESPN,GC,2002.0,Sports,Konami Digital Entertainment,0.02,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5742,ESPN MLS ExtraTime 2002,ESPN,XB,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5743,ESPN NFL Primetime 2002,NFL,XB,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5744,Disney Sports Basketball,Disney,GBA,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5745,Disney Sports Football,Disney,GC,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5746,WTA Tour Tennis,No Franchise,GBA,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5747,WTA Tour Tennis,No Franchise,XB,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5748,Pro Evolution Soccer 2010,PES,PC,2009.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,22.0,74.6120218579235,3.78,22.0,46.0,19.0,8.0,Everyone
5749,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",No Franchise,DS,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.01,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5750,ESPN NBA 2Night 2002,NBA,XB,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.36,1.0,7.0,4.0,2.0,Everyone
5751,The Cages: Pro Style Batting Practice,No Franchise,Wii,2010.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,18.57699805068226,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5752,Pro Evolution Soccer 2008,PES,PC,2007.0,Sports,Konami Digital Entertainment,0.0,0.01,0.0,0.0,21.0,74.6120218579235,3.75,8.0,29.0,12.0,3.0,Teen
5753,Marble Saga: Kororinpa,No Franchise,Wii,2009.0,Puzzle,Konami Digital Entertainment,0.1,0.06,0.0,0.02,3.5126050420168067,74.6120218579235,3.8,2.0,2.0,0.0,0.0,Teen
5754,Bomberman,Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.14,0.0,0.0,0.01,3.5126050420168067,74.6120218579235,4.11,42.0,92.0,13.0,4.0,Teen
5755,Yard Sale Hidden Treasures: Sunnyville,No Franchise,DS,2010.0,Puzzle,Konami Digital Entertainment,0.11,0.0,0.0,0.01,3.5126050420168067,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5756,Tokimeki Memorial: Taisen Pazurudama,TokimekiMemorial,PS,1996.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.09,0.01,3.5126050420168067,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Everyone 10+
5757,Tokimeki Memorial: Taisen Pazurudama,TokimekiMemorial,SAT,1996.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.08,0.0,3.5126050420168067,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Everyone 10+
5758,Puzzle Chronicles,No Franchise,PSP,2010.0,Puzzle,Konami Digital Entertainment,0.07,0.0,0.0,0.01,1.0,74.6120218579235,3.8,0.0,2.0,0.0,2.0,Teen
5759,Honeycomb Beat,No Franchise,DS,2006.0,Puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.0,3.5126050420168067,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5760,Bomberman: Act Zero,Bomberman,X360,2006.0,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,3.5126050420168067,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5761,Puzzle Chronicles,No Franchise,DS,2010.0,Puzzle,Konami Digital Entertainment,0.01,0.0,0.0,0.0,1.0,74.6120218579235,3.8,0.0,2.0,0.0,2.0,Teen
5762,Bomberman (jp sales),Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,0.0,0.0,0.01,0.0,2.0,70.0,3.8,0.0,0.0,0.0,0.0,Everyone
5763,Rumble Roses,No Franchise,PS2,2004.0,Fighting,Konami Digital Entertainment,0.19,0.15,0.0,0.05,5.588832487309645,66.0,3.8,0.0,1.0,1.0,0.0,Teen
5764,Pen 1 Grand Prix: Penguin no Mondai Special,No Franchise,DS,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.16,0.0,2.0,66.0,3.33,0.0,4.0,1.0,1.0,Everyone
5765,Rumble Roses XX,No Franchise,X360,2006.0,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.01,1.0,74.6120218579235,3.8,2.0,1.0,0.0,1.0,Mature
5766,Lucha Libre AAA: Heroes del Ring,No Franchise,PS3,2010.0,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,5.588832487309645,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5767,Bloody Roar 4,No Franchise,PS2,2003.0,Fighting,Konami Digital Entertainment,0.05,0.04,0.0,0.01,5.588832487309645,74.6120218579235,4.0,1.0,6.0,1.0,0.0,Teen
5768,TMNT: Mutant Melee,TMNT,GC,2005.0,Fighting,Konami Digital Entertainment,0.06,0.01,0.0,0.0,5.588832487309645,74.6120218579235,3.8,9.0,32.0,11.0,3.0,Teen
5769,Teenage Mutant Ninja Turtles: Tournament Fighters,TMNT,NES,1992.0,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0.0,5.588832487309645,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5770,Teenage Mutant Ninja Turtles: Tournament Fighters,TMNT,SNES,1992.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.06,0.0,5.588832487309645,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5771,Lucha Libre AAA: Heroes del Ring,No Franchise,X360,2010.0,Fighting,Konami Digital Entertainment,0.05,0.0,0.0,0.0,5.588832487309645,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5772,Rave Master,No Franchise,GC,2002.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,5.588832487309645,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5773,Kinnikuman Muscle Grand Prix Max,No Franchise,PS2,2006.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.05,0.0,2.0,66.0,3.33,0.0,4.0,1.0,1.0,Everyone
5774,Deadly Arts,No Franchise,N64,1998.0,Fighting,Konami Digital Entertainment,0.03,0.01,0.0,0.0,5.588832487309645,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5775,Sunday vs Magazine Shuuketsu! Choujou Daikessen,No Franchise,PSP,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.03,0.0,5.588832487309645,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5776,Kensei: Sacred Fist,No Franchise,PS,1997.0,Fighting,Konami Digital Entertainment,0.01,0.01,0.0,0.0,5.588832487309645,74.6120218579235,3.8,1.0,1.0,1.0,0.0,Teen
5777,TMNT: Mutant Melee,TMNT,XB,2005.0,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,5.588832487309645,74.6120218579235,3.8,9.0,32.0,11.0,3.0,Teen
5778,Nurarihyon no Mago: Hyakki Ryouran Taisen,No Franchise,PS3,2011.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.02,0.0,1.0,74.6120218579235,3.8,0.0,1.0,1.0,2.0,Teen
5779,Metal Gear Solid VR Missions,MetalGear,PS,1999.0,Adventure,Konami Digital Entertainment,0.66,0.45,0.0,0.08,5.423611111111111,74.6120218579235,3.79,1.0,11.0,1.0,1.0,Mature
5780,The Legend of the Mystical Ninja,No Franchise,SNES,1991.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.48,0.0,5.423611111111111,74.6120218579235,4.0,1.0,6.0,1.0,0.0,Teen
5781,Metal Gear Solid: The Legacy Collection,MetalGear,PS3,2013.0,Adventure,Konami Digital Entertainment,0.31,0.01,0.03,0.05,5.423611111111111,74.6120218579235,4.41,41.0,9.0,5.0,4.0,Mature
5782,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,No Franchise,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.29,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Everyone 10+
5783,Shadow of Destiny,No Franchise,PS2,2001.0,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,5.423611111111111,74.0,4.0,5.0,10.0,2.0,1.0,Teen
5784,Tokimeki Memorial Girl's Side 3rd Story,TokimekiMemorial,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.19,0.0,5.423611111111111,74.6120218579235,3.8,1.0,0.0,0.0,0.0,Teen
5785,Frogger's Adventures 2: The Lost Wand,Frogger,GBA,2002.0,Adventure,Konami Digital Entertainment,0.14,0.05,0.0,0.0,5.423611111111111,75.0,3.8,0.0,2.0,0.0,0.0,Teen
5786,Jurassic Park III: Island Attack,JurassicPark,GBA,2001.0,Adventure,Konami Digital Entertainment,0.13,0.05,0.0,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5787,Lost in Blue 3,LostInBlue,DS,2007.0,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.01,5.423611111111111,74.6120218579235,3.8,0.0,1.0,0.0,0.0,Teen
5788,Doctor Lautrec and the Forgotten Knights,No Franchise,3DS,2011.0,Adventure,Konami Digital Entertainment,0.07,0.05,0.03,0.01,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5789,Time Hollow,No Franchise,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.01,0.11,0.0,5.423611111111111,64.0,3.89,2.0,4.0,3.0,0.0,Teen
5790,Shaman King: Power of Spirit,No Franchise,PS2,2004.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,5.423611111111111,74.6120218579235,3.8,0.0,1.0,2.0,0.0,Teen
5791,Calling,No Franchise,Wii,2009.0,Adventure,Konami Digital Entertainment,0.07,0.04,0.0,0.01,5.423611111111111,74.6120218579235,3.8,0.0,2.0,1.0,0.0,Teen
5792,Wallace & Gromit: Curse of the Were-Rabbit,No Franchise,PS2,2005.0,Adventure,Konami Digital Entertainment,0.06,0.05,0.0,0.02,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5793,DEATH NOTE: Kira Game,No Franchise,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.12,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Everyone 10+
5794,WireWay,No Franchise,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5795,Lost in Blue,LostInBlue,DS,2005.0,Adventure,Konami Digital Entertainment,0.07,0.02,0.02,0.01,1.0,74.6120218579235,3.67,0.0,4.0,2.0,0.0,Mature
5796,Tokimeki Memorial: Girl's Side 2nd Season,TokimekiMemorial,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.11,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5797,Metal Gear Solid Integral,MetalGear,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.01,5.423611111111111,74.6120218579235,3.5,3.0,1.0,0.0,2.0,Mature
5798,Miami Law,No Franchise,DS,2009.0,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5799,L: the proLogue to DEATH NOTE - Rasen no Wana,No Franchise,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.09,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Everyone 10+
5800,Shadow of Destiny,No Franchise,PSP,2009.0,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,5.423611111111111,74.0,4.0,5.0,10.0,2.0,1.0,Teen
5801,Elebits: The Adventures of Kai and Zero,No Franchise,DS,2008.0,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,5.423611111111111,74.6120218579235,3.8,0.0,2.0,0.0,0.0,Teen
5802,Tokimeki Memorial: Girl's Side,TokimekiMemorial,PS2,2002.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.0,5.423611111111111,74.6120218579235,3.8,1.0,0.0,0.0,0.0,Teen
5803,Lost in Blue: Shipwrecked,No Franchise,Wii,2008.0,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5804,Tokimeki Memorial 4,TokimekiMemorial,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5805,Tokimeki Memorial Girl's Side Premium: 3rd Story,TokimekiMemorial,PSP,2012.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,5.423611111111111,74.6120218579235,3.8,1.0,0.0,0.0,0.0,Teen
5806,Hikaru no Go: Heian Gensou Ibunroku,No Franchise,PS,2002.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5807,Lost in Blue 2,LostInBlue,DS,2007.0,Adventure,Konami Digital Entertainment,0.01,0.01,0.05,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5808,Winx Club: Mission Enchantix,WinxClub,DS,2008.0,Adventure,Konami Digital Entertainment,0.03,0.02,0.0,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5809,Policenauts,No Franchise,3DO,1995.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.06,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5810,Gormiti: The Lords of Nature!,No Franchise,DS,2010.0,Adventure,Konami Digital Entertainment,0.05,0.0,0.0,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5811,Tokimeki Memorial Girl's Side 2nd Kiss,TokimekiMemorial,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5812,Tokimeki Memorial: Girls Side 1st Love,TokimekiMemorial,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.05,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5813,Hanayori Danshi: Koi Seyo Onago,No Franchise,DS,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,5.0,74.6120218579235,4.33,5.0,6.0,1.0,0.0,Teen
5814,Gormiti: The Lords of Nature!,No Franchise,Wii,2010.0,Adventure,Konami Digital Entertainment,0.04,0.0,0.0,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5815,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,No Franchise,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,5.423611111111111,74.6120218579235,4.29,28.0,23.0,5.0,2.0,Adults Only
5816,Zac to Ombra: Maboroshi no Yuuenchi,No Franchise,DS,2010.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5817,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,No Franchise,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,5.0,74.6120218579235,4.33,5.0,6.0,1.0,0.0,Teen
5818,Dancing Blade II: Tears of Eden,No Franchise,PS,1999.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5819,Tokimeki Memorial Girl's Side 1st Love Plus,TokimekiMemorial,DS,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5820,Hayate no Gotoku! Nightmare Paradise,HayateNoGotoku,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5821,Nisekoi: Yomeiri!?,No Franchise,PSV,2014.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,4.0,74.6120218579235,3.64,1.0,9.0,3.0,1.0,Teen
5822,Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,No Franchise,PS2,2006.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Teen
5823,DEATH NOTE: L o Tsugu Mono,No Franchise,DS,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,5.423611111111111,74.6120218579235,3.8,0.0,0.0,0.0,0.0,Everyone 10+
